,Seed,T,Num Samples,Valid,Unique,Novel,QED Mean,QED 25%ile,QED Median,QED 75%ile,Novel QED Mean,Novel QED 25%ile,Novel QED Median,Novel QED 75%ile,Method,Reward,Lambda_,Num_x0_samples,T_min,T_max,Mixture_sampling,Position_selection,Conf_blend,Cv_coeff,Invalid_reward,Normalize_reward,Num_reward_workers,Condition
0,-1,-1,133885,1.0,1.0,1.0,0.4652669356225954,0.42732485598733244,0.4726292218618887,0.5153048468173811,0.4652669356225954,0.42732485598733244,0.4726292218618887,0.5153048468173811,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1,-1,-1
1,4,32,1024,0.8134765625,0.8739495798319328,0.34813925570228094,0.5154382634804611,0.46899451824951865,0.513281356352027,0.562462027989617,0.509807152351537,0.46539403832848475,0.4994309810325819,0.5588443657971837,ours,qed,200,300,0.0,1.0,marginal,cv_conf,0.5,1.5,0.0,False,32,-1
