,Seed,T,Num Samples,Valid,Unique,Novel,QED Mean,QED 25%ile,QED Median,QED 75%ile,Novel QED Mean,Novel QED 25%ile,Novel QED Median,Novel QED 75%ile,Method,Reward,Lambda_,Num_x0_samples,T_min,T_max,Mixture_sampling,Position_selection,Conf_blend,Cv_coeff,Invalid_reward,Normalize_reward,Num_reward_workers,Condition
0,-1,-1,133885,1.0,1.0,1.0,0.4652669356225954,0.42732485598733244,0.4726292218618887,0.5153048468173811,0.4652669356225954,0.42732485598733244,0.4726292218618887,0.5153048468173811,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1,-1.0,-1,-1,-1
1,4,32,1024,0.8251953125,0.8899408284023669,0.28875739644970416,0.5082285129226402,0.4658851224787238,0.5128217987135145,0.5589040208343872,0.4978403467510405,0.4561345400283612,0.4860923707862197,0.5475507129250665,ours,qed,50,300,0.0,1.0,marginal,cv_conf,0.5,2,0.0,False,32,-1
