prop,tag,steps,ess_min,ess_median,ess_last
qed,mdlm_ours_edlm_N1000_lam0_win0.0-1.0,1024,1.000,1.000,1.000
qed,mdlm_ours_edlm_N1000_lam1000_win0.0-1.0,1024,107.000,387.000,955.000
qed,mdlm_ours_edlm_N1000_lam200_win0.0-1.0,1024,1.000,406.000,953.000
qed,mdlm_ours_edlm_N1000_lam20_win0.0-1.0,1024,1.000,529.000,982.000
qed,mdlm_ours_edlm_N1000_lam2_win0.0-1.0,1024,1.000,954.000,999.000
qed,mdlm_ours_edlm_N1000_lam50_win0.0-1.0,1024,1.000,456.000,955.000
qed,mdlm_ours_edlm_N1000_lam5_win0.0-1.0,1024,1.000,760.500,987.000
qed,mdlm_ours_edlm_N100_lam0_win0.0-1.0,763,100.000,100.000,100.000
qed,mdlm_ours_edlm_N100_lam1000_win0.0-1.0,765,19.500,50.200,95.600
qed,mdlm_ours_edlm_N100_lam200_win0.0-1.0,768,20.000,51.100,95.800
qed,mdlm_ours_edlm_N100_lam20_win0.0-1.0,762,27.300,62.500,97.200
qed,mdlm_ours_edlm_N100_lam2_win0.0-1.0,760,90.500,95.800,100.000
qed,mdlm_ours_edlm_N100_lam50_win0.0-1.0,767,20.800,55.800,95.900
qed,mdlm_ours_edlm_N100_lam5_win0.0-1.0,762,54.200,80.000,100.000
qed,mdlm_ours_edlm_N10_lam0_win0.0-1.0,719,10.000,10.000,10.000
qed,mdlm_ours_edlm_N10_lam1000_win0.0-1.0,682,4.860,7.310,9.750
qed,mdlm_ours_edlm_N10_lam200_win0.0-1.0,677,5.000,7.450,9.660
qed,mdlm_ours_edlm_N10_lam20_win0.0-1.0,687,5.970,8.210,9.920
qed,mdlm_ours_edlm_N10_lam2_win0.0-1.0,710,9.290,9.685,10.000
qed,mdlm_ours_edlm_N10_lam50_win0.0-1.0,687,5.510,7.800,9.830
qed,mdlm_ours_edlm_N10_lam5_win0.0-1.0,689,7.390,8.850,10.000
qed,mdlm_ours_edlm_N2000_lam0_win0.0-1.0,1024,2.000,2.000,2.000
qed,mdlm_ours_edlm_N2000_lam1000_win0.0-1.0,1024,1.100,649.500,1.900
qed,mdlm_ours_edlm_N2000_lam200_win0.0-1.0,1024,1.100,687.000,1881.860
qed,mdlm_ours_edlm_N2000_lam20_win0.0-1.0,1024,1.100,932.000,1973.460
qed,mdlm_ours_edlm_N2000_lam2_win0.0-1.0,1024,1.900,1893.185,1993.900
qed,mdlm_ours_edlm_N2000_lam50_win0.0-1.0,1024,1.000,773.000,1980.940
qed,mdlm_ours_edlm_N2000_lam5_win0.0-1.0,1024,1.100,1453.225,2.000
qed,mdlm_ours_edlm_N300_lam0_win0.0-1.0,1016,300.000,300.000,300.000
qed,mdlm_ours_edlm_N300_lam1000_win0.0-1.0,1023,45.700,131.000,284.000
qed,mdlm_ours_edlm_N300_lam200_win0.0-1.0,1018,46.100,132.000,293.000
qed,mdlm_ours_edlm_N300_lam20_win0.0-1.0,1015,66.300,172.000,299.000
qed,mdlm_ours_edlm_N300_lam2_win0.0-1.0,1017,271.000,288.000,300.000
qed,mdlm_ours_edlm_N300_lam50_win0.0-1.0,1011,46.900,147.000,287.000
qed,mdlm_ours_edlm_N300_lam5_win0.0-1.0,1007,158.000,232.000,300.000
qed,mdlm_ours_edlm_N30_lam0_win0.0-1.0,723,30.000,30.000,30.000
qed,mdlm_ours_edlm_N30_lam1000_win0.0-1.0,713,10.600,18.600,29.500
qed,mdlm_ours_edlm_N30_lam200_win0.0-1.0,721,11.000,18.900,29.200
qed,mdlm_ours_edlm_N30_lam20_win0.0-1.0,734,14.200,21.600,29.200
qed,mdlm_ours_edlm_N30_lam2_win0.0-1.0,733,27.500,28.800,30.000
qed,mdlm_ours_edlm_N30_lam50_win0.0-1.0,725,12.900,20.000,29.000
qed,mdlm_ours_edlm_N30_lam5_win0.0-1.0,731,19.200,25.100,29.700
qed,mdlm_ours_edlm_N500_lam0_win0.0-1.0,1024,500.000,500.000,500.000
qed,mdlm_ours_edlm_N500_lam1000_win0.0-1.0,1024,62.500,204.000,496.000
qed,mdlm_ours_edlm_N500_lam200_win0.0-1.0,1024,67.000,214.000,492.000
qed,mdlm_ours_edlm_N500_lam20_win0.0-1.0,1024,98.300,277.000,499.000
qed,mdlm_ours_edlm_N500_lam2_win0.0-1.0,1024,458.000,480.000,500.000
qed,mdlm_ours_edlm_N500_lam50_win0.0-1.0,1024,72.600,239.500,482.000
qed,mdlm_ours_edlm_N500_lam5_win0.0-1.0,1024,273.000,389.500,499.000
qed,mdlm_ours_marginal_N1000_lam0_win0.0-1.0,1024,1.000,1.000,1.000
qed,mdlm_ours_marginal_N1000_lam1000_win0.0-1.0,1024,73.900,401.500,972.000
qed,mdlm_ours_marginal_N1000_lam200_win0.0-1.0,1024,87.900,397.000,957.000
qed,mdlm_ours_marginal_N1000_lam20_win0.0-1.0,1024,175.000,541.500,995.000
qed,mdlm_ours_marginal_N1000_lam2_win0.0-1.0,1024,1.000,955.000,1.000
qed,mdlm_ours_marginal_N1000_lam50_win0.0-1.0,1024,1.000,448.000,952.000
qed,mdlm_ours_marginal_N1000_lam5_win0.0-1.0,1024,1.000,770.500,992.000
qed,mdlm_ours_marginal_N100_lam0_win0.0-1.0,765,100.000,100.000,100.000
qed,mdlm_ours_marginal_N100_lam1000_win0.0-1.0,769,22.800,54.400,100.000
qed,mdlm_ours_marginal_N100_lam200_win0.0-1.0,769,23.600,54.400,100.000
qed,mdlm_ours_marginal_N100_lam20_win0.0-1.0,766,34.700,66.050,100.000
qed,mdlm_ours_marginal_N100_lam2_win0.0-1.0,765,90.800,96.100,100.000
qed,mdlm_ours_marginal_N100_lam50_win0.0-1.0,764,28.100,59.900,99.100
qed,mdlm_ours_marginal_N100_lam5_win0.0-1.0,767,57.900,81.300,99.800
qed,mdlm_ours_marginal_N10_lam0_win0.0-1.0,714,10.000,10.000,10.000
qed,mdlm_ours_marginal_N10_lam1000_win0.0-1.0,688,4.580,7.255,9.700
qed,mdlm_ours_marginal_N10_lam200_win0.0-1.0,679,4.730,7.410,9.660
qed,mdlm_ours_marginal_N10_lam20_win0.0-1.0,678,5.760,8.120,9.970
qed,mdlm_ours_marginal_N10_lam2_win0.0-1.0,711,9.170,9.660,9.970
qed,mdlm_ours_marginal_N10_lam50_win0.0-1.0,692,5.280,7.665,9.860
qed,mdlm_ours_marginal_N10_lam5_win0.0-1.0,694,7.450,8.740,9.930
qed,mdlm_ours_marginal_N2000_lam0_win0.0-1.0,1024,2.000,2.000,2.000
qed,mdlm_ours_marginal_N2000_lam1000_win0.0-1.0,1024,1.100,642.500,1853.120
qed,mdlm_ours_marginal_N2000_lam200_win0.0-1.0,1024,1.100,673.000,1913.280
qed,mdlm_ours_marginal_N2000_lam20_win0.0-1.0,1024,1.000,854.500,1985.390
qed,mdlm_ours_marginal_N2000_lam2_win0.0-1.0,1024,1.900,1891.490,2.000
qed,mdlm_ours_marginal_N2000_lam50_win0.0-1.0,1024,1.100,791.500,1934.200
qed,mdlm_ours_marginal_N2000_lam5_win0.0-1.0,1024,1.100,1464.480,1986.400
qed,mdlm_ours_marginal_N300_lam0_win0.0-1.0,1017,300.000,300.000,300.000
qed,mdlm_ours_marginal_N300_lam1000_win0.0-1.0,1019,35.800,129.000,291.000
qed,mdlm_ours_marginal_N300_lam200_win0.0-1.0,1018,34.300,132.000,290.000
qed,mdlm_ours_marginal_N300_lam20_win0.0-1.0,1023,55.000,172.000,299.000
qed,mdlm_ours_marginal_N300_lam2_win0.0-1.0,1022,274.000,288.000,300.000
qed,mdlm_ours_marginal_N300_lam50_win0.0-1.0,1023,36.800,149.000,300.000
qed,mdlm_ours_marginal_N300_lam5_win0.0-1.0,1013,159.000,234.000,299.000
qed,mdlm_ours_marginal_N30_lam0_win0.0-1.0,717,30.000,30.000,30.000
qed,mdlm_ours_marginal_N30_lam1000_win0.0-1.0,726,9.910,18.650,28.900
qed,mdlm_ours_marginal_N30_lam200_win0.0-1.0,718,10.100,18.800,29.100
qed,mdlm_ours_marginal_N30_lam20_win0.0-1.0,731,12.600,21.600,29.100
qed,mdlm_ours_marginal_N30_lam2_win0.0-1.0,725,27.200,28.800,30.000
qed,mdlm_ours_marginal_N30_lam50_win0.0-1.0,727,11.500,20.000,28.900
qed,mdlm_ours_marginal_N30_lam5_win0.0-1.0,723,18.800,24.800,29.800
qed,mdlm_ours_marginal_N500_lam0_win0.0-1.0,1024,500.000,500.000,500.000
qed,mdlm_ours_marginal_N500_lam1000_win0.0-1.0,1024,70.400,207.000,480.000
qed,mdlm_ours_marginal_N500_lam200_win0.0-1.0,1024,78.200,215.500,489.000
qed,mdlm_ours_marginal_N500_lam20_win0.0-1.0,1024,100.000,278.500,487.000
qed,mdlm_ours_marginal_N500_lam2_win0.0-1.0,1024,454.000,480.000,499.000
qed,mdlm_ours_marginal_N500_lam50_win0.0-1.0,1024,83.000,244.000,493.000
qed,mdlm_ours_marginal_N500_lam5_win0.0-1.0,1024,263.000,392.000,498.000
qed,s1024_ours_edlm_N1000_lam0_win0.0-1.0,1024,1.000,1.000,1.000
qed,s1024_ours_edlm_N1000_lam1000_win0.0-1.0,1024,1.000,79.100,188.000
qed,s1024_ours_edlm_N1000_lam200_win0.0-1.0,1024,1.050,79.300,233.000
qed,s1024_ours_edlm_N1000_lam20_win0.0-1.0,1024,2.590,107.000,632.000
qed,s1024_ours_edlm_N1000_lam2_win0.0-1.0,1024,878.000,946.000,947.000
qed,s1024_ours_edlm_N1000_lam50_win0.0-1.0,1024,1.480,95.700,367.000
qed,s1024_ours_edlm_N1000_lam5_win0.0-1.0,1024,421.000,516.000,850.000
qed,s1024_ours_edlm_N100_lam0_win0.0-1.0,774,100.000,100.000,100.000
qed,s1024_ours_edlm_N100_lam1000_win0.0-1.0,771,8.860,35.100,14.500
qed,s1024_ours_edlm_N100_lam200_win0.0-1.0,770,10.800,34.900,23.800
qed,s1024_ours_edlm_N100_lam20_win0.0-1.0,775,20.600,41.800,55.700
qed,s1024_ours_edlm_N100_lam2_win0.0-1.0,775,87.500,94.700,95.700
qed,s1024_ours_edlm_N100_lam50_win0.0-1.0,771,14.500,36.800,33.100
qed,s1024_ours_edlm_N100_lam5_win0.0-1.0,769,48.700,66.700,78.200
qed,s1024_ours_edlm_N10_lam0_win0.0-1.0,744,10.000,10.000,10.000
qed,s1024_ours_edlm_N10_lam1000_win0.0-1.0,708,2.280,7.620,2.550
qed,s1024_ours_edlm_N10_lam200_win0.0-1.0,706,2.840,7.630,3.130
qed,s1024_ours_edlm_N10_lam20_win0.0-1.0,709,4.940,7.910,6.260
qed,s1024_ours_edlm_N10_lam2_win0.0-1.0,724,8.870,9.605,9.640
qed,s1024_ours_edlm_N10_lam50_win0.0-1.0,707,4.060,7.700,4.750
qed,s1024_ours_edlm_N10_lam5_win0.0-1.0,707,6.330,8.600,9.050
qed,s1024_ours_edlm_N2000_lam0_win0.0-1.0,1024,2.000,2.000,2.000
qed,s1024_ours_edlm_N2000_lam1000_win0.0-1.0,1024,1.000,95.300,330.000
qed,s1024_ours_edlm_N2000_lam200_win0.0-1.0,1024,1.090,99.300,292.000
qed,s1024_ours_edlm_N2000_lam20_win0.0-1.0,1024,1.000,134.500,978.000
qed,s1024_ours_edlm_N2000_lam2_win0.0-1.0,1024,1.800,1886.310,1888.630
qed,s1024_ours_edlm_N2000_lam50_win0.0-1.0,1024,1.810,126.000,638.000
qed,s1024_ours_edlm_N2000_lam5_win0.0-1.0,1024,1.000,986.000,1.600
qed,s1024_ours_edlm_N300_lam0_win0.0-1.0,1024,300.000,300.000,300.000
qed,s1024_ours_edlm_N300_lam1000_win0.0-1.0,1024,10.300,52.400,39.500
qed,s1024_ours_edlm_N300_lam200_win0.0-1.0,1024,10.400,53.000,51.400
qed,s1024_ours_edlm_N300_lam20_win0.0-1.0,1024,11.100,67.050,167.000
qed,s1024_ours_edlm_N300_lam2_win0.0-1.0,1024,260.000,283.000,287.000
qed,s1024_ours_edlm_N300_lam50_win0.0-1.0,1024,10.700,58.950,92.000
qed,s1024_ours_edlm_N300_lam5_win0.0-1.0,1024,129.000,169.000,247.000
qed,s1024_ours_edlm_N30_lam0_win0.0-1.0,766,30.000,30.000,30.000
qed,s1024_ours_edlm_N30_lam1000_win0.0-1.0,764,4.140,16.700,6.570
qed,s1024_ours_edlm_N30_lam200_win0.0-1.0,764,5.280,16.750,7.710
qed,s1024_ours_edlm_N30_lam20_win0.0-1.0,762,10.100,17.900,18.600
qed,s1024_ours_edlm_N30_lam2_win0.0-1.0,766,26.700,28.500,29.000
qed,s1024_ours_edlm_N30_lam50_win0.0-1.0,766,6.220,16.700,12.800
qed,s1024_ours_edlm_N30_lam5_win0.0-1.0,763,16.500,22.800,26.800
qed,s1024_ours_edlm_N500_lam0_win0.0-1.0,1024,500.000,500.000,500.000
qed,s1024_ours_edlm_N500_lam1000_win0.0-1.0,1024,1.000,59.600,104.000
qed,s1024_ours_edlm_N500_lam200_win0.0-1.0,1024,1.070,63.100,107.000
qed,s1024_ours_edlm_N500_lam20_win0.0-1.0,1024,2.130,81.150,313.000
qed,s1024_ours_edlm_N500_lam2_win0.0-1.0,1024,440.000,473.000,481.000
qed,s1024_ours_edlm_N500_lam50_win0.0-1.0,1024,1.380,69.750,183.000
qed,s1024_ours_edlm_N500_lam5_win0.0-1.0,1024,204.000,266.000,416.000
