,Seed,T,Num Samples,Valid,Unique,Novel,QED Mean,QED 25%ile,QED Median,QED 75%ile,Novel QED Mean,Novel QED 25%ile,Novel QED Median,Novel QED 75%ile,Method,Reward,Lambda_,Num_x0_samples,T_min,T_max,Mixture_sampling,Invalid_reward,Support_floor,Normalize_reward,Num_reward_workers,Condition
0,-1,-1,133885,1.0,1.0,1.0,0.4652669356225954,0.42732485598733244,0.4726292218618887,0.5153048468173811,0.4652669356225954,0.42732485598733244,0.4726292218618887,0.5153048468173811,-1,-1,-1,-1,-1.0,-1.0,-1,-1.0,-1.0,-1,-1,-1
1,1,32,1024,0.56640625,0.9258620689655173,0.44482758620689655,0.4740194509963011,0.4279093124315713,0.47665535114241,0.5247555216862771,0.4792580552181461,0.43961823028674785,0.4812644853672304,0.5310739091305445,ours,qed,1000,500,0.5,1.0,aggregate_x0,0.0,0.0,False,32,-1
