N,k,steps,lam,metric,marginal_mean,marginal_sd,marginal_n,edlm_mean,edlm_sd,edlm_n,diff_mean,diff_sd,diff_se,diff_n
30,8,4,200.0,hits@0.6,16.4,6.107372593840988,5,12.6,4.505552130427524,5,3.8,9.011104260855047,4.029888335921976,5
30,8,4,200.0,hits@0.65,3.4,1.51657508881031,5,2.0,1.4142135623730951,5,1.4,2.6076809620810595,1.16619037896906,5
30,8,4,200.0,novel_qed_mean,0.4977125652808191,0.008289584050426341,5,0.4953090561254246,0.0033850880559436374,5,0.0024035091553945343,0.008478133711937424,0.00379153666044494,5
30,8,4,200.0,max,0.696052097779358,0.01724739273309186,5,0.6775121912546562,0.01767724519318659,5,0.01853990652470172,0.024136717736267868,0.010794268322403959,5
30,8,4,1000.0,valid,209.0,14.696938456699069,5,201.6,10.014988766843425,5,7.4,23.71286570619418,10.604715932074747,5
30,8,4,1000.0,novel,187.0,15.280706789936126,5,180.2,9.497368056467012,5,6.8,19.639246421387966,8.782938005018593,5
30,8,4,1000.0,hits@0.6,16.6,6.985699678629192,5,13.4,4.449719092257398,5,3.2,9.654014708917737,4.317406628984581,5
30,8,4,1000.0,hits@0.65,3.4,1.6733200530681511,5,2.8,1.4832396974191326,5,0.6,2.073644135332772,0.9273618495495702,5
30,8,4,1000.0,novel_qed_mean,0.4980821835134419,0.008900184260842051,5,0.49714208434270046,0.003587844376619629,5,0.0009400991707414486,0.009972894441723206,0.004460013980824581,5
30,8,4,1000.0,max,0.6873838309645148,0.021225634450577336,5,0.6859451122734322,0.025074796033077544,5,0.0014387186910826077,0.02745908310611246,0.012280075285016706,5
100,1,32,0.0,valid,1457.0,8.803408430829505,5,1455.2,30.678983033992505,5,1.8,33.176799122278204,14.837115622653883,5
100,1,32,0.0,novel,451.2,12.537942414925983,5,423.6,20.032473636573194,5,27.6,30.66431150376607,13.713497001129944,5
100,1,32,0.0,hits@0.6,7.4,2.701851217221259,5,7.2,3.1144823004794873,5,0.2,2.3874672772626644,1.0677078252031311,5
100,1,32,0.0,hits@0.65,0.4,0.5477225575051661,5,1.2,1.3038404810405297,5,-0.8,1.4832396974191326,0.6633249580710799,5
100,1,32,0.0,novel_qed_mean,0.45864030618622786,0.0025228903488314866,5,0.45830729005343424,0.00346273437380266,5,0.00033301613279359545,0.005483131657642384,0.0024521310232138945,5
100,1,32,0.0,max,0.6461514241574329,0.013754204998729414,5,0.6595536868804538,0.020661935689970014,5,-0.013402262723020874,0.026108698483510762,0.011676164922635146,5
100,1,32,20.0,valid,1633.8,15.006665185843255,5,1618.8,26.621419947102748,5,15.0,33.44398301638129,14.956603892595403,5
100,1,32,20.0,novel,538.4,19.449935732541636,5,512.2,10.779610382569492,5,26.2,28.58671019897183,12.784365451597509,5
100,1,32,20.0,hits@0.6,17.2,6.016643582596529,5,17.0,3.605551275463989,5,0.2,6.3796551630946325,2.853068523537421,5
100,1,32,20.0,hits@0.65,3.4,1.140175425099138,5,1.8,1.3038404810405297,5,1.6,2.073644135332772,0.9273618495495702,5
100,1,32,20.0,novel_qed_mean,0.4782342510868515,0.0019532234817732034,5,0.47889081084660595,0.0030153640704011593,5,-0.0006565597597544715,0.004625119591651191,0.002068416362199626,5
100,1,32,20.0,max,0.6790642436503042,0.007416601183268042,5,0.6804036962743477,0.019701866907906446,5,-0.00133945262404358,0.024960814029014306,0.011162815388521279,5
100,1,32,200.0,valid,1621.3333333333333,16.94388497645207,15,1613.0,17.574331932029246,15,8.333333333333334,29.229795626739378,7.547100778360533,15
100,1,32,200.0,novel,613.0,22.18751257544915,15,596.2666666666667,10.760155778656385,15,16.733333333333334,25.471178857307574,6.576630101508179,15
100,1,32,200.0,hits@0.6,36.86666666666667,6.65331997326648,15,40.06666666666667,4.043807729403186,15,-3.2,8.108196910710614,2.093527440196842,15
100,1,32,200.0,hits@0.65,4.733333333333333,2.051712409068047,15,4.733333333333333,1.9073791542572855,15,0.0,2.449489742783178,0.6324555320336758,15
100,1,32,200.0,novel_qed_mean,0.49685437235394525,0.002152493487471586,15,0.49831084934894626,0.0019904328150342717,15,-0.0014564769950010104,0.002830896885493605,0.0007309344328231451,15
100,1,32,200.0,max,0.686444677726921,0.015103050368669359,15,0.6794149268269642,0.012952407905519447,15,0.007029750899956707,0.020857211111729838,0.005385308752270796,15
100,1,32,1000.0,valid,1619.2666666666667,17.47024681593033,15,1611.2,17.440511132745755,15,8.066666666666666,29.574280975842765,7.6360465130331905,15
100,1,32,1000.0,novel,633.2,21.889984663572257,15,617.8666666666667,14.171735787760625,15,15.333333333333334,20.38440113233179,5.263229740528842,15
100,1,32,1000.0,hits@0.6,39.6,7.048809423279529,15,45.13333333333333,4.718756898449704,15,-5.533333333333333,8.236388482708621,2.1266263617616707,15
100,1,32,1000.0,hits@0.65,5.4,1.804755622554715,15,5.6,2.3543273227945902,15,-0.2,2.756809750418044,0.7118052168020873,15
100,1,32,1000.0,novel_qed_mean,0.4981353074947467,0.0022264631784373935,15,0.5004083877789051,0.002239030665166371,15,-0.002273080284158376,0.0032532652616318785,0.0008399894786063586,15
100,1,32,1000.0,max,0.6866561367471495,0.011758703370980516,15,0.6840387409699467,0.013145850209650546,15,0.0026173957772028726,0.017705352150226953,0.004571502267771111,15
100,2,16,0.0,valid,917.0,14.352700094407323,5,927.4,26.912822222873615,5,-10.4,34.38458957149263,15.377255932057578,5
100,2,16,0.0,novel,400.8,17.00588133558505,5,386.4,21.755459085020476,5,14.4,19.50128200913981,8.721238444166058,5
100,2,16,0.0,hits@0.6,8.2,0.4472135954999579,5,8.2,3.420526275297414,5,0.0,3.082207001484488,1.378404875209022,5
100,2,16,0.0,hits@0.65,1.4,1.140175425099138,5,1.0,1.224744871391589,5,0.4,1.816590212458495,0.8124038404635959,5
100,2,16,0.0,novel_qed_mean,0.4573811740909531,0.0026533338266772795,5,0.46046033642125483,0.004015034409180961,5,-0.0030791623303017546,0.00449649439433823,0.0020108934252374053,5
100,2,16,0.0,max,0.6689836977822543,0.01852379110206226,5,0.6632571801560773,0.031063494359764056,5,0.005726517626176974,0.036341650293576944,0.016252480094192646,5
100,2,16,20.0,valid,1206.0,24.289915602982237,5,1218.0,25.228951623085727,5,-12.0,45.59605246071199,20.391174561559712,5
100,2,16,20.0,novel,598.2,21.993180761317813,5,587.2,16.068602926203635,5,11.0,25.20912533191106,11.273863579093016,5
100,2,16,20.0,hits@0.6,23.8,4.604345773288535,5,22.2,3.7013511046643495,5,1.6,6.387487769068525,2.85657137141714,5
100,2,16,20.0,hits@0.65,3.0,2.1213203435596424,5,3.2,1.9235384061671346,5,-0.2,2.6832815729997477,1.2,5
100,2,16,20.0,novel_qed_mean,0.4773626335774307,0.0031925987370109974,5,0.47766824740504643,0.0037325476048902244,5,-0.0003056138276157472,0.005184512550376496,0.002318584498568529,5
100,2,16,20.0,max,0.6764273733173299,0.012882734570003164,5,0.6885693614306321,0.01666102311678977,5,-0.01214198811330216,0.02021449770060963,0.009040198197915265,5
100,2,16,200.0,valid,1206.4,21.755459085020476,5,1206.2,25.053941805632103,5,0.2,43.08944186224742,19.27018422330207,5
100,2,16,200.0,novel,644.6,13.24009063413087,5,621.0,15.811388300841896,5,23.6,21.824298385056963,9.760122950045249,5
100,2,16,200.0,hits@0.6,52.0,3.6742346141747673,5,47.2,6.1400325732035,5,4.8,5.403702434442518,2.416609194718914,5
100,2,16,200.0,hits@0.65,6.8,2.280350850198276,5,6.0,2.0,5,0.8,3.3466401061363023,1.4966629547095764,5
100,2,16,200.0,novel_qed_mean,0.49974061314590446,0.001071006236160416,5,0.5012428408903027,0.002379679178720858,5,-0.001502227744398299,0.0024657644833298194,0.0011027234002460246,5
100,2,16,200.0,max,0.692605988989699,0.017265407871729716,5,0.6878122401356005,0.013711896781404186,5,0.004793748854098468,0.026924326046599042,0.012040924657712726,5
100,2,16,1000.0,valid,1210.4,20.15688467993008,5,1209.8,26.508489206290125,5,0.6,41.72289539329695,18.65904606350496,5
100,2,16,1000.0,novel,652.8,14.855975228843107,5,632.4,15.836666315863324,5,20.4,19.70532922840925,8.812491134747313,5
100,2,16,1000.0,hits@0.6,52.0,3.5355339059327378,5,46.0,5.1478150704935,5,6.0,7.648529270389178,3.420526275297414,5
100,2,16,1000.0,hits@0.65,7.4,1.9493588689617927,5,7.4,2.073644135332772,5,0.0,2.0,0.8944271909999159,5
100,2,16,1000.0,novel_qed_mean,0.501196651895667,0.0016226794640085917,5,0.5016257841143166,0.0025377448357097668,5,-0.0004291322186496749,0.003222498795342918,0.0014411452727595895,5
100,2,16,1000.0,max,0.6933349457803138,0.01639911871016326,5,0.6878122401356005,0.013711896781404186,5,0.005522705644713311,0.024575943312019465,0.010990695971371369,5
100,4,8,0.0,valid,390.8,14.237275020171522,5,392.4,23.47977853387889,5,-1.6,31.635423183513762,14.147791347061915,5
100,4,8,0.0,novel,223.0,6.782329983125268,5,228.6,20.89976076418101,5,-5.6,20.887795479657495,9.341306118525397,5
100,4,8,0.0,hits@0.6,7.2,2.16794833886788,5,6.6,2.073644135332772,5,0.6,2.5099800796022267,1.1224972160321824,5
100,4,8,0.0,hits@0.65,1.0,1.0,5,0.8,1.3038404810405297,5,0.2,1.9235384061671346,0.8602325267042626,5
100,4,8,0.0,novel_qed_mean,0.453805586525512,0.002820482768443916,5,0.45631155745615776,0.006213125926525315,5,-0.0025059709306457846,0.0067875068945171665,0.0030354653627777755,5
100,4,8,0.0,max,0.6609504469755668,0.019664563519646787,5,0.6681094023378196,0.03719957984231099,5,-0.007158955362252728,0.040746972477667134,0.018222600067475347,5
100,4,8,20.0,valid,666.0,11.726039399558575,5,697.4,15.69394787808345,5,-31.4,17.938784797192923,8.022468448052631,5
100,4,8,20.0,novel,455.0,11.335784048754634,5,483.8,5.805170109479997,5,-28.8,16.084153692376855,7.193052203341778,5
100,4,8,20.0,hits@0.6,24.8,4.08656334834051,5,29.4,4.669047011971501,5,-4.6,2.4083189157584592,1.0770329614269007,5
100,4,8,20.0,hits@0.65,3.0,0.7071067811865476,5,4.6,2.073644135332772,5,-1.6,2.3021728866442674,1.0295630140987,5
100,4,8,20.0,novel_qed_mean,0.4772516994180065,0.002879794034128432,5,0.4836336276597551,0.0029170123562605467,5,-0.00638192824174858,0.002447895998718756,0.0010947323709969753,5
100,4,8,20.0,max,0.6790517695415,0.0204281518108892,5,0.6853979240639814,0.012136228838541445,5,-0.006346154522481373,0.025538168283005678,0.011421016060325957,5
100,4,8,200.0,valid,675.8,14.872793954062566,5,690.2,20.498780451529306,5,-14.4,21.927152117865194,9.806120537705011,5
100,4,8,200.0,novel,483.2,16.63430190900718,5,493.4,15.582040944625964,5,-10.2,25.33179819910146,11.328724553099523,5
100,4,8,200.0,hits@0.6,45.8,7.981227975693966,5,52.4,7.436396977031283,5,-6.6,6.618156843109719,2.9597297173897483,5
100,4,8,200.0,hits@0.65,7.0,1.7320508075688772,5,9.0,4.06201920231798,5,-2.0,4.0,1.7888543819998317,5
100,4,8,200.0,novel_qed_mean,0.4997194300157706,0.0013390934335966885,5,0.5056921972811053,0.0022947487773162275,5,-0.005972767265334656,0.002448938044514025,0.0010951983880437533,5
100,4,8,200.0,max,0.7080961586935047,0.015916549098042444,5,0.70972110344629,0.03318484102001896,5,-0.0016249447527852735,0.04870690361202004,0.02178238949000137,5
100,4,8,1000.0,valid,683.2,15.073154945133417,5,691.8,20.885401600160815,5,-8.6,20.255863348670182,9.05869747811461,5
100,4,8,1000.0,novel,494.4,14.449913494550755,5,498.6,12.817956155331473,5,-4.2,17.035257556021865,7.618398781896364,5
100,4,8,1000.0,hits@0.6,47.6,5.9833101206606365,5,54.0,5.338539126015656,5,-6.4,3.5071355833500366,1.5684387141358123,5
100,4,8,1000.0,hits@0.65,7.6,1.816590212458495,5,9.0,3.8078865529319543,5,-1.4,4.159326868617084,1.8601075237738274,5
100,4,8,1000.0,novel_qed_mean,0.5014104789940943,0.0019775309523509567,5,0.5067772140058282,0.002391925009674868,5,-0.0053667350117339585,0.003564535577510082,0.0015941087719058026,5
100,4,8,1000.0,max,0.710348569125372,0.01038991948765262,5,0.70972110344629,0.03318484102001896,5,0.00062746567908194,0.035443591468142494,0.015850855977899637,5
100,8,4,0.0,valid,79.8,2.16794833886788,5,77.2,7.694153624668538,5,2.6,8.294576541331088,3.709447398198281,5
100,8,4,0.0,novel,62.0,3.9370039370059056,5,56.4,6.06630035524124,5,5.6,7.536577472566709,3.370459909270543,5
100,8,4,0.0,hits@0.6,2.4,0.8944271909999159,5,3.4,1.51657508881031,5,-1.0,1.7320508075688772,0.7745966692414833,5
100,8,4,0.0,hits@0.65,0.8,1.3038404810405297,5,0.8,1.0954451150103321,5,0.0,2.1213203435596424,0.9486832980505137,5
100,8,4,0.0,novel_qed_mean,0.4675447063933393,0.012347620081398199,5,0.46066698501309294,0.011023191699224444,5,0.006877721380246338,0.012248546424666494,0.0054777164862232575,5
100,8,4,0.0,max,0.6432707932444492,0.026395136650224367,5,0.6453750647319916,0.02318788368824324,5,-0.002104271487542353,0.044032536630566416,0.01969194902553921,5
100,8,4,20.0,valid,260.2,14.549914089093447,5,278.8,13.103434664239753,5,-18.6,20.549939172659368,9.190212184710427,5
100,8,4,20.0,novel,231.6,11.588787684654509,5,246.8,11.34460224071342,5,-15.2,18.780308836651223,8.398809439438425,5
100,8,4,20.0,hits@0.6,15.4,4.159326868617084,5,17.0,4.636809247747852,5,-1.6,4.33589667773576,1.9390719429665315,5
100,8,4,20.0,hits@0.65,4.0,2.5495097567963922,5,4.2,1.9235384061671346,5,-0.2,3.03315017762062,1.3564659966250534,5
100,8,4,20.0,novel_qed_mean,0.4890702812926865,0.002300652766600664,5,0.4907833437500458,0.0030944901009480412,5,-0.0017130624573593045,0.003742240729744042,0.0016735809319752195,5
100,8,4,20.0,max,0.6754220582719642,0.018868751934269262,5,0.6877868748909926,0.026282170765984304,5,-0.012364816619028352,0.03648128201918999,0.01631492530024992,5
100,8,4,200.0,valid,277.8,14.720733677368122,5,281.0,13.838352503098047,5,-3.2,18.566098136118963,8.303011501858828,5
100,8,4,200.0,novel,253.6,14.484474446799926,5,258.2,10.425929215182693,5,-4.6,16.56200470957547,7.406753674856482,5
100,8,4,200.0,hits@0.6,31.6,9.476286192385707,5,29.8,3.420526275297414,5,1.8,11.233877335986895,5.023942674832188,5
100,8,4,200.0,hits@0.65,7.8,3.5637059362410923,5,7.2,2.7748873851023217,5,0.6,4.774934554525329,2.1354156504062622,5
100,8,4,200.0,novel_qed_mean,0.5101979204230389,0.004071127237993087,5,0.5105691975644697,0.0026002086959737505,5,-0.00037127714143079247,0.0037996542900177875,0.0016992570566956946,5
100,8,4,200.0,max,0.7037755855843184,0.014288447546241156,5,0.6861471205011463,0.020867319760624746,5,0.017628465083171972,0.013427602569552064,0.006005006424073852,5
100,8,4,1000.0,valid,285.6,14.976648490233053,5,281.0,15.165750888103101,5,4.6,19.16507239746305,8.570880934886448,5
100,8,4,1000.0,novel,262.8,13.479614237803691,5,258.2,11.584472366059664,5,4.6,15.533834040570925,6.9469417731833625,5
100,8,4,1000.0,hits@0.6,33.6,7.829431652425353,5,30.4,3.2093613071762426,5,3.2,9.85900603509299,4.409081537009721,5
100,8,4,1000.0,hits@0.65,7.6,3.847076812334269,5,7.8,3.1144823004794873,5,-0.2,6.016643582596529,2.690724809414742,5
100,8,4,1000.0,novel_qed_mean,0.5121232803165535,0.0031056639611867567,5,0.5119187640255161,0.0024760826836446124,5,0.000204516291037371,0.003523690911270386,0.0015758424818597524,5
100,8,4,1000.0,max,0.704082722358968,0.014293364715233561,5,0.6922597283561323,0.02223071569980487,5,0.011822994002835685,0.014281049204999249,0.00638667936247953,5
300,1,32,0.0,valid,1461.2,15.865055940651454,5,1452.8,22.609732417700126,5,8.4,24.84552273549502,11.111255554616678,5
300,1,32,0.0,novel,452.0,17.26267650163207,5,456.4,15.582040944625964,5,-4.4,20.791825316695984,9.298386956886663,5
300,1,32,0.0,hits@0.6,8.4,2.9664793948382653,5,7.8,4.024922359499621,5,0.6,4.61519230368573,2.063976744055029,5
300,1,32,0.0,hits@0.65,0.6,0.5477225575051661,5,0.2,0.4472135954999579,5,0.4,0.8944271909999159,0.39999999999999997,5
300,1,32,0.0,novel_qed_mean,0.45727048111811075,0.00408048073397593,5,0.45791473050712955,0.004334172820153643,5,-0.0006442493890187917,0.0035367365376974807,0.0015816766633597627,5
300,1,32,0.0,max,0.6478814011924192,0.015016592231668565,5,0.6469697200906203,0.02331227405832426,5,0.0009116811017990001,0.02970260789139024,0.013283410070834053,5
300,1,32,20.0,valid,1654.8,16.208022704821214,5,1653.0,19.352002480363627,5,1.8,26.845856291055423,12.00583191619806,5
300,1,32,20.0,novel,563.8,17.767948671695333,5,562.2,23.636835659622463,5,1.6,39.284857133506286,17.568722207377515,5
300,1,32,20.0,hits@0.6,20.8,4.43846820423443,5,19.0,2.9154759474226504,5,1.8,2.7748873851023217,1.2409673645990857,5
300,1,32,20.0,hits@0.65,2.4,2.073644135332772,5,2.6,1.51657508881031,5,-0.2,0.8366600265340756,0.3741657386773941,5
300,1,32,20.0,novel_qed_mean,0.4826960640969454,0.002505981079485655,5,0.4806774915512049,0.002470103972874131,5,0.002018572545740438,0.003268888381104524,0.001461891326201791,5
300,1,32,20.0,max,0.6741710970454295,0.018182654737482495,5,0.671897931566478,0.008853469464042692,5,0.0022731654789514668,0.025251143621491466,0.011292654729453027,5
300,1,32,200.0,valid,1647.0,14.404860290887934,5,1638.4,17.18429515575195,5,8.6,25.115732121520963,11.232096865679177,5
300,1,32,200.0,novel,692.6,20.255863348670182,5,692.4,21.766947420343534,5,0.2,38.49285648013148,17.214528747543454,5
300,1,32,200.0,hits@0.6,58.4,4.449719092257398,5,55.2,6.260990336999411,5,3.2,10.232301793829187,4.57602447545902,5
300,1,32,200.0,hits@0.65,8.8,2.16794833886788,5,6.0,2.5495097567963922,5,2.8,2.3874672772626644,1.0677078252031311,5
300,1,32,200.0,novel_qed_mean,0.5053772737085811,0.0040524562275022925,5,0.5056466019138167,0.001264801090282221,5,-0.0002693282052356083,0.003565298955933565,0.0015944501651152956,5
300,1,32,200.0,max,0.6921343261764094,0.004620685087721965,5,0.6895240171247127,0.01957935456253391,5,0.00261030905169668,0.019553297202855528,0.008744500345968291,5
300,1,32,1000.0,valid,1643.4,19.308029417835474,5,1636.4,17.401149387324963,5,7.0,29.223278392404914,13.069047402163632,5
300,1,32,1000.0,novel,713.4,27.853186532244383,5,716.0,25.019992006393608,5,-2.6,45.626746541913334,20.404901371974333,5
300,1,32,1000.0,hits@0.6,59.2,6.1400325732035,5,54.6,5.770615218501403,5,4.6,11.326958991715296,5.0655700567655755,5
300,1,32,1000.0,hits@0.65,8.4,1.140175425099138,5,7.0,0.7071067811865476,5,1.4,1.51657508881031,0.6782329983125267,5
300,1,32,1000.0,novel_qed_mean,0.5070043033944535,0.0039877416542207725,5,0.5062120636112242,0.0009547856520436341,5,0.0007922397832292871,0.0031419946732103537,0.0014051427348481175,5
300,1,32,1000.0,max,0.6955044145666578,0.0022840173932721797,5,0.6911446370829698,0.01730138967288807,5,0.004359777483687899,0.015617561170641218,0.006984385684062991,5
300,2,16,0.0,valid,925.6,18.1190507477627,5,928.8,19.651971911235776,5,-3.2,25.55777768116782,11.429785649783637,5
300,2,16,0.0,novel,398.0,15.524174696260024,5,391.6,17.896927110540513,5,6.4,20.342074623793906,9.097252332435326,5
300,2,16,0.0,hits@0.6,8.4,2.8809720581775866,5,8.2,7.918333157931662,5,0.2,9.959919678390985,4.454211490264017,5
300,2,16,0.0,hits@0.65,1.6,1.816590212458495,5,1.2,0.8366600265340756,5,0.4,1.3416407864998738,0.6,5
300,2,16,0.0,novel_qed_mean,0.454849821956375,0.0056422123614799004,5,0.4566820802570743,0.004459768747800336,5,-0.0018322583006992522,0.009183230945587787,0.004106865729482793,5
300,2,16,0.0,max,0.6617655912243658,0.02665823876031623,5,0.6607848738283107,0.024157168947534703,5,0.0009807173960551864,0.03630263569403006,0.016235032234852294,5
300,2,16,20.0,valid,1252.6,31.785216689524077,5,1276.2,30.194370336206717,5,-23.6,47.945802736005994,21.44201483070096,5
300,2,16,20.0,novel,629.8,12.96919426949878,5,617.0,17.705931209625774,5,12.8,29.827839345148686,13.339415279539054,5
300,2,16,20.0,hits@0.6,27.6,5.856620185738529,5,24.2,6.906518659932803,5,3.4,10.4546640309481,4.675467891024383,5
300,2,16,20.0,hits@0.65,4.4,2.701851217221259,5,3.8,1.0954451150103321,5,0.6,3.5777087639996634,1.5999999999999999,5
300,2,16,20.0,novel_qed_mean,0.48230229171382616,0.0008788475446791711,5,0.48124369776809883,0.0024244953107331155,5,0.001058593945727293,0.002161492138193272,0.0009666486707663051,5
300,2,16,20.0,max,0.6907234809600848,0.006631549024254306,5,0.6907529626828841,0.013307530662938634,5,-2.948172279935157e-05,0.014829759536402445,0.006632070082674326,5
300,2,16,200.0,valid,1249.2,26.696441710460217,5,1267.4,27.024063351021066,5,-18.2,43.62568051045164,19.509997437211517,5
300,2,16,200.0,novel,699.4,15.17563837207516,5,699.2,14.549914089093447,5,0.2,18.51215816699933,8.278888814327681,5
300,2,16,200.0,hits@0.6,66.6,8.792041856133306,5,66.4,8.294576541331088,5,0.2,16.11521020650987,7.2069410986908995,5
300,2,16,200.0,hits@0.65,10.2,3.63318042491699,5,14.0,3.0,5,-3.8,5.540758070878027,2.477902338672773,5
300,2,16,200.0,novel_qed_mean,0.5073438346301241,0.0036556436696533134,5,0.5076979928858345,0.0016108047849587458,5,-0.0003541582557103906,0.004490617083859303,0.0020082650120862547,5
300,2,16,200.0,max,0.694794546116763,0.008550687101580835,5,0.7017111611715501,0.010213398042234936,5,-0.006916615054787112,0.01769008740204282,0.00791124759177608,5
300,2,16,1000.0,valid,1256.6,28.37780823108085,5,1269.2,22.049943310584723,5,-12.6,42.94531406335271,19.205728312146874,5
300,2,16,1000.0,novel,718.2,12.517987058628874,5,712.2,16.828547174370104,5,6.0,22.39419567655869,10.014988766843425,5
300,2,16,1000.0,hits@0.6,69.8,7.5960516059331775,5,69.2,8.46758525200662,5,0.6,15.00999666888704,6.712674578735364,5
300,2,16,1000.0,hits@0.65,12.8,3.03315017762062,5,15.2,3.7682887362833544,5,-2.4,5.272570530585627,2.357965224510319,5
300,2,16,1000.0,novel_qed_mean,0.508702747305088,0.0032334925021691575,5,0.5091180621711809,0.0013529536934571741,5,-0.00041531486609285294,0.004425537336479568,0.001979160464266335,5
300,2,16,1000.0,max,0.6948490808097901,0.008454970938344793,5,0.7027565397853758,0.009234690679626163,5,-0.007907458975585646,0.01643212223269776,0.007348668465379562,5
300,4,8,0.0,valid,379.0,6.363961030678928,5,367.4,26.101724080987445,5,11.6,25.481365740477884,11.395613191048563,5
300,4,8,0.0,novel,224.4,9.44986772394196,5,214.4,16.349311912126456,5,10.0,22.169799277395363,9.914635646356349,5
300,4,8,0.0,hits@0.6,5.4,1.816590212458495,5,6.6,2.6076809620810595,5,-1.2,3.420526275297414,1.5297058540778354,5
300,4,8,0.0,hits@0.65,0.8,0.8366600265340756,5,0.8,0.8366600265340756,5,0.0,0.7071067811865476,0.31622776601683794,5
300,4,8,0.0,novel_qed_mean,0.45646904879061845,0.003139755038552448,5,0.45582720653771974,0.0039698174782684,5,0.0006418422528986833,0.0020518862244089005,0.0009176314159747379,5
300,4,8,0.0,max,0.6606519436134574,0.020270415045743718,5,0.6527625835899094,0.030151842250955473,5,0.007889360023548075,0.043383330688484684,0.0194016153019609,5
300,4,8,20.0,valid,743.6,9.838699100999074,5,786.6,21.44294755857972,5,-43.0,15.378556499229699,6.877499545619759,5
300,4,8,20.0,novel,529.8,13.827508813954884,5,559.8,18.322117781522966,5,-30.0,22.34949663862701,9.99499874937461,5
300,4,8,20.0,hits@0.6,28.0,1.7320508075688772,5,35.0,5.70087712549569,5,-7.0,4.58257569495584,2.0493901531919194,5
300,4,8,20.0,hits@0.65,4.8,0.8366600265340756,5,6.2,2.16794833886788,5,-1.4,2.3021728866442674,1.0295630140987,5
300,4,8,20.0,novel_qed_mean,0.4815951735268237,0.003007832427111124,5,0.4837515451181754,0.003378037701364807,5,-0.00215637159135178,0.005899684382507299,0.002638419065016038,5
300,4,8,20.0,max,0.6849343924490676,0.014399718455372067,5,0.7004282130745327,0.017552379061231967,5,-0.015493820625465116,0.017190033669460664,0.007687616764084839,5
300,4,8,200.0,valid,765.2,11.009087155618309,5,785.2,18.349386910739007,5,-20.0,17.84656829757475,7.981227975693966,5
300,4,8,200.0,novel,575.8,10.871982339941507,5,590.8,13.754999091239519,5,-15.0,23.484037131634757,10.502380682492898,5
300,4,8,200.0,hits@0.6,67.8,13.405222862750175,5,76.8,12.537942414925983,5,-9.0,15.652475842498529,7.0,5
300,4,8,200.0,hits@0.65,15.6,4.61519230368573,5,15.2,4.868264577855234,5,0.4,6.348228099241551,2.8390139133156778,5
300,4,8,200.0,novel_qed_mean,0.5107705190733707,0.0035427089738773823,5,0.5127862408709916,0.002801246262475487,5,-0.0020157217976208173,0.005858885612936212,0.002620173300584178,5
300,4,8,200.0,max,0.713294481009866,0.012965729610804534,5,0.719854345946849,0.01705667673638389,5,-0.00655986493698304,0.01365506977257748,0.006106732849797168,5
300,4,8,1000.0,valid,773.6,14.467204291085407,5,787.2,19.382982226685346,5,-13.6,20.827865949251738,9.314504817756013,5
300,4,8,1000.0,novel,587.6,10.876580344942981,5,599.2,20.837466256721328,5,-11.6,29.056840846864272,12.994614268996214,5
300,4,8,1000.0,hits@0.6,74.4,14.293355099485915,5,78.4,16.195678435928517,5,-4.0,22.9891278651453,10.2810505299799,5
300,4,8,1000.0,hits@0.65,16.2,5.848076606885378,5,15.2,3.7013511046643495,5,1.0,6.041522986797286,2.701851217221259,5
300,4,8,1000.0,novel_qed_mean,0.5137616888210735,0.004224107608305687,5,0.5138131922335993,0.0034358097339071913,5,-5.1503412525732986e-05,0.007532390631270061,0.003368587496920482,5
300,4,8,1000.0,max,0.715738126285164,0.014879852076571142,5,0.7204759933227024,0.018248844859893563,5,-0.004737867037538401,0.011662983034626576,0.005215844577170361,5
300,8,4,0.0,valid,78.2,4.024922359499621,5,68.6,13.352902306240393,5,9.6,15.820872289478858,7.075309180523491,5
300,8,4,0.0,novel,59.2,2.16794833886788,5,50.6,9.289779329994873,5,8.6,11.171392035015153,4.995998398718718,5
300,8,4,0.0,hits@0.6,2.0,1.224744871391589,5,2.6,1.140175425099138,5,-0.6,1.6733200530681511,0.7483314773547882,5
300,8,4,0.0,hits@0.65,0.6,0.5477225575051661,5,0.2,0.4472135954999579,5,0.4,0.8944271909999159,0.39999999999999997,5
300,8,4,0.0,novel_qed_mean,0.46276752349405104,0.006252232198413631,5,0.4650507790584981,0.009698119430366388,5,-0.0022832555644471063,0.01223804532407657,0.005473020251271731,5
300,8,4,0.0,max,0.649842298133978,0.026088279746278604,5,0.6282938756883937,0.023944710736718104,5,0.021548422445584237,0.02988710741927033,0.013365920768065353,5
300,8,4,20.0,valid,314.8,12.96919426949878,5,371.0,4.0,5,-56.2,11.819475453673906,5.285830114561004,5
300,8,4,20.0,novel,285.4,12.177848742696717,5,338.2,7.328028384224504,5,-52.8,12.235195135346228,5.471745608121781,5
300,8,4,20.0,hits@0.6,20.0,3.391164991562634,5,29.4,8.142481194328912,5,-9.4,9.20869154657707,4.1182520563948,5
300,8,4,20.0,hits@0.65,5.2,1.6431676725154984,5,5.4,1.140175425099138,5,-0.2,2.588435821108957,1.1575836902790224,5
300,8,4,20.0,novel_qed_mean,0.4927743610100579,0.0019757109341765875,5,0.4973619481312198,0.004725786031364636,5,-0.0045875871211619405,0.00513604529301733,0.002296909282140915,5
