N,k,steps,lam,metric,marginal_mean,marginal_sd,marginal_n,edlm_mean,edlm_sd,edlm_n,diff_mean,diff_sd,diff_se,diff_n
10,1,32,200.0,max,0.67318726313896,0.01645657880122817,5,0.669470638932015,0.00955495180855527,5,0.0037166242069450518,0.020524953057023527,0.009179038054099344,5
10,1,32,1000.0,valid,1561.6,21.26734586167254,5,1562.4,18.994736112934024,5,-0.8,31.123945765278542,13.919051691835906,5
10,1,32,1000.0,novel,518.2,21.37054047047009,5,504.2,21.902054698132776,5,14.0,22.438805672316875,10.03493896344168,5
10,1,32,1000.0,hits@0.6,18.8,4.147288270665544,5,20.6,4.03732584763727,5,-1.8,7.5960516059331775,3.397057550292606,5
10,1,32,1000.0,hits@0.65,2.4,1.140175425099138,5,3.2,1.9235384061671346,5,-0.8,2.588435821108957,1.1575836902790224,5
10,1,32,1000.0,novel_qed_mean,0.4826147765007817,0.004798841187165214,5,0.48439117714842883,0.0025389649727565926,5,-0.001776400647647125,0.006499066749923812,0.0029064710086276536,5
10,1,32,1000.0,max,0.67318726313896,0.01645657880122817,5,0.669470638932015,0.00955495180855527,5,0.0037166242069450518,0.020524953057023527,0.009179038054099344,5
10,2,16,0.0,valid,934.8,17.555625878902752,5,947.2,23.689660191737662,5,-12.4,29.4838939083697,13.185598204101321,5
10,2,16,0.0,novel,401.4,13.464768843169942,5,401.2,17.469974241537965,5,0.2,26.64019519448009,11.913857477744141,5
10,2,16,0.0,hits@0.6,8.6,3.5777087639996634,5,9.8,3.3466401061363023,5,-1.2,5.215361924162119,2.33238075793812,5
10,2,16,0.0,hits@0.65,0.6,1.3416407864998738,5,1.6,0.8944271909999159,5,-1.0,1.8708286933869707,0.8366600265340755,5
10,2,16,0.0,novel_qed_mean,0.45624168815532534,0.001960266126326589,5,0.45663135131612886,0.006033280782401,5,-0.0003896631608035217,0.0066576110346951885,0.0029773741682662305,5
10,2,16,0.0,max,0.6489712285107982,0.018389949345904023,5,0.6727052485242855,0.007397997068600655,5,-0.023734020013487234,0.0228416917833742,0.010215115109744622,5
10,2,16,20.0,valid,1102.8,15.578831791889916,5,1112.2,22.01590334281108,5,-9.4,18.88915032498815,8.44748483277715,5
10,2,16,20.0,novel,499.2,15.106290080625355,5,484.4,21.755459085020476,5,14.8,20.656718035544756,9.237965143904798,5
10,2,16,20.0,hits@0.6,16.0,6.123724356957945,5,14.8,3.96232255123179,5,1.2,7.496665925596525,3.352610922848042,5
10,2,16,20.0,hits@0.65,2.0,1.4142135623730951,5,2.8,1.9235384061671346,5,-0.8,1.3038404810405297,0.58309518948453,5
10,2,16,20.0,novel_qed_mean,0.4691275659160751,0.002377555501685326,5,0.4722947335110908,0.002619887787501508,5,-0.0031671675950157296,0.00389898990656509,0.001743681294933019,5
10,2,16,20.0,max,0.6664108745229187,0.009756914848040513,5,0.6665343835112046,0.014159849466403458,5,-0.0001235089882860141,0.012500776310388418,0.0055905171203095025,5
10,2,16,200.0,valid,1106.0,10.222524150130436,5,1113.8,20.583974348992957,5,-7.8,15.254507530562892,6.822023160324215,5
10,2,16,200.0,novel,519.6,7.893034904268446,5,497.2,13.6088206689632,5,22.4,18.14662503056698,8.115417426109394,5
10,2,16,200.0,hits@0.6,23.6,5.683308895353129,5,22.6,3.646916505762094,5,1.0,7.842193570679061,3.507135583350036,5
10,2,16,200.0,hits@0.65,3.2,2.280350850198276,5,3.8,2.3874672772626644,5,-0.6,3.2093613071762426,1.4352700094407322,5
10,2,16,200.0,novel_qed_mean,0.4811254876102603,0.004083201870995921,5,0.48302328509374004,0.0032060093114997285,5,-0.001897797483479724,0.0062647341340636735,0.0028016742769459307,5
10,2,16,200.0,max,0.6794398945644753,0.0206183438766784,5,0.6788033345141956,0.011234699334097363,5,0.0006365600502796775,0.026672518204952374,0.011928312767474835,5
10,2,16,1000.0,valid,1107.0,11.661903789690601,5,1112.8,21.111608181282637,5,-5.8,16.48332490731163,7.371566997592844,5
10,2,16,1000.0,novel,521.4,8.049844718999243,5,498.8,14.411800720243116,5,22.6,18.62256695517565,8.328265125462806,5
10,2,16,1000.0,hits@0.6,23.0,4.949747468305833,5,24.4,4.277849927241488,5,-1.4,7.829431652425353,3.501428280002319,5
10,2,16,1000.0,hits@0.65,3.6,2.5099800796022267,5,3.4,2.701851217221259,5,0.2,3.7013511046643495,1.6552945357246849,5
10,2,16,1000.0,novel_qed_mean,0.4815389721044165,0.003466242932487266,5,0.4838991245791059,0.003986509161675903,5,-0.002360152474689403,0.006313923379740727,0.0028236723763650964,5
10,2,16,1000.0,max,0.6810551679739775,0.020994530687174752,5,0.6831588860602341,0.010655346264555856,5,-0.002103718086256601,0.023715825740190245,0.01060603969952093,5
10,4,8,0.0,valid,384.8,12.19426094521517,5,390.8,11.861703081766969,5,-6.0,18.05547008526779,8.07465169527454,5
10,4,8,0.0,novel,229.4,12.83744522870497,5,233.4,9.710818709048171,5,-4.0,13.095800853708795,5.856620185738529,5
10,4,8,0.0,hits@0.6,5.0,2.5495097567963922,5,7.6,3.7815340802378077,5,-2.6,5.176871642217914,2.315167380558045,5
10,4,8,0.0,hits@0.65,1.6,1.3416407864998738,5,1.0,1.7320508075688772,5,0.6,2.6076809620810595,1.16619037896906,5
10,4,8,0.0,novel_qed_mean,0.45527844963935526,0.0037143316580106546,5,0.45567155550846566,0.0073458052500269,5,-0.00039310586911037724,0.009001303169658434,0.004025505154688116,5
10,4,8,0.0,max,0.6698746845564483,0.029767317478921293,5,0.6572297877963412,0.019141038123838244,5,0.012644896760107115,0.03808036634067516,0.017030057549168913,5
10,4,8,20.0,valid,534.0,13.564659966250536,5,544.2,16.037456157383563,5,-10.2,25.752669764511797,11.516944039110376,5
10,4,8,20.0,novel,336.8,9.808159868191384,5,344.0,13.583077707206124,5,-7.2,13.423859355639868,6.003332407921453,5
10,4,8,20.0,hits@0.6,11.0,3.1622776601683795,5,14.8,4.324349662087931,5,-3.8,4.43846820423443,1.9849433241279208,5
10,4,8,20.0,hits@0.65,2.0,1.224744871391589,5,3.0,1.8708286933869707,5,-1.0,2.9154759474226504,1.3038404810405297,5
10,4,8,20.0,novel_qed_mean,0.47081649346028487,0.0033265377085918255,5,0.47197380033370734,0.003814464531221874,5,-0.0011573068734224922,0.005611463556390381,0.0025095227930703235,5
10,4,8,20.0,max,0.6740903617347876,0.02507707270181373,5,0.6767313964396329,0.018641744490323384,5,-0.00264103470484518,0.041531467183700856,0.01857343676561137,5
10,4,8,200.0,valid,538.6,15.549919613940132,5,548.0,15.98436736314578,5,-9.4,29.02240513809977,12.979214151866051,5
10,4,8,200.0,novel,346.6,9.20869154657707,5,352.2,13.330416347586446,5,-5.6,17.487138130637614,7.8204859184068605,5
10,4,8,200.0,hits@0.6,16.0,1.4142135623730951,5,21.8,2.949576240750525,5,-5.8,3.5637059362410923,1.5937377450509227,5
10,4,8,200.0,hits@0.65,2.4,1.51657508881031,5,3.8,2.280350850198276,5,-1.4,3.361547262794322,1.5033296378372907,5
10,4,8,200.0,novel_qed_mean,0.4808245186947834,0.0025487752077133687,5,0.4830359283665331,0.0029976523532184354,5,-0.002211409671749753,0.003599582525015722,0.0016097822433110982,5
10,4,8,200.0,max,0.6838755558442765,0.027516318308170227,5,0.6874366728564001,0.019376364250046452,5,-0.0035611170121235603,0.04593293190120722,0.0205418316273936,5
10,4,8,1000.0,valid,540.0,16.170961628796228,5,548.4,16.087262041752165,5,-8.4,30.1711782998278,13.492961127936299,5
10,4,8,1000.0,novel,349.6,8.648699324175862,5,351.0,14.142135623730951,5,-1.4,18.10524785801067,8.096912991998863,5
10,4,8,1000.0,hits@0.6,17.2,1.9235384061671346,5,21.4,2.792848008753788,5,-4.2,3.96232255123179,1.772004514666935,5
