,Seed,T,Num Samples,Valid,Unique,Novel,QED Mean,QED 25%ile,QED Median,QED 75%ile,Novel QED Mean,Novel QED 25%ile,Novel QED Median,Novel QED 75%ile,Method,Reward,Lambda_,Oversample,Num_x0_samples,T_min,T_max,Mixture_sampling,Position_selection,Position_t_min,Position_t_max,Conf_blend,Cv_coeff,Exclude_invalid,Exact_uniform_step,Invalid_reward,Normalize_reward,Num_reward_workers,Condition
0,-1,-1,133885,1.0,1.0,1.0,0.4652669356225954,0.42732485598733244,0.4726292218618887,0.5153048468173811,0.4652669356225954,0.42732485598733244,0.4726292218618887,0.5153048468173811,-1,-1,-1,-1,-1,-1.0,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1.0,-1,-1,-1
1,4,4,2048,0.1806640625,0.9864864864864865,0.918918918918919,0.5242593797829238,0.4752681489358652,0.521531910085854,0.5720562685763707,0.528433099255962,0.48049396649562925,0.5264233420373136,0.57395858981445,ours,qed,1000,1,300,0.0,1.0,marginal,random_k,0.0,1.0,0.5,1.0,False,False,0.0,False,32,-1
