k,N,lam,mode,seed,n_valid,n_uniq,n_small,n_truenovel,ha_mean,uniq_hits0.6,small_hits0.6,truenovel_hits0.6,uniq_hits0.65,small_hits0.65,truenovel_hits0.65
16,1000,0.0,edlm,1,4,4,2,4,9.25,0,0,0,0,0,0
16,1000,0.0,edlm,2,4,4,2,3,10.5,0,0,0,0,0,0
16,1000,0.0,edlm,3,2,2,1,2,10.5,1,0,1,0,0,0
16,1000,0.0,edlm,4,2,2,1,2,9.0,1,0,1,0,0,0
16,1000,0.0,edlm,5,2,2,1,2,10.0,0,0,0,0,0,0
16,1000,0.0,marginal,1,2,2,2,1,7.0,0,0,0,0,0,0
16,1000,0.0,marginal,2,5,5,4,2,8.4,0,0,0,0,0,0
16,1000,0.0,marginal,3,3,3,3,2,7.333333333333333,0,0,0,0,0,0
16,1000,0.0,marginal,4,6,6,5,4,8.666666666666666,1,0,1,0,0,0
16,1000,0.0,marginal,5,4,4,4,3,8.0,0,0,0,0,0,0
16,1000,1000.0,edlm,1,276,276,39,265,11.72463768115942,108,1,107,55,0,55
16,1000,1000.0,edlm,2,272,272,40,267,11.930147058823529,116,1,116,48,0,48
16,1000,1000.0,edlm,3,273,273,44,259,11.750915750915752,97,3,96,44,0,44
16,1000,1000.0,edlm,4,253,253,38,245,11.719367588932807,99,2,98,51,0,51
16,1000,1000.0,edlm,5,294,294,41,287,11.704081632653061,133,4,132,62,0,62
16,1000,1000.0,marginal,1,257,257,26,254,11.945525291828794,97,0,97,49,0,49
16,1000,1000.0,marginal,2,280,279,51,269,11.78136200716846,110,6,108,48,0,48
16,1000,1000.0,marginal,3,268,268,41,262,11.694029850746269,92,0,92,47,0,47
16,1000,1000.0,marginal,4,277,277,38,272,11.678700361010831,102,2,101,50,0,50
16,1000,1000.0,marginal,5,307,307,31,300,12.104234527687296,136,0,136,68,0,68
16,1000,200.0,edlm,1,276,275,39,265,11.727272727272727,108,2,107,55,0,55
16,1000,200.0,edlm,2,272,272,40,267,11.930147058823529,114,1,114,47,0,47
16,1000,200.0,edlm,3,273,273,46,258,11.747252747252746,97,3,96,45,0,45
16,1000,200.0,edlm,4,253,253,39,245,11.699604743083004,97,2,96,51,0,51
16,1000,200.0,edlm,5,294,294,42,288,11.680272108843537,131,2,131,61,0,61
16,1000,200.0,marginal,1,239,239,26,235,11.916317991631798,91,0,91,47,0,47
16,1000,200.0,marginal,2,264,263,50,253,11.806083650190114,102,5,101,45,0,45
16,1000,200.0,marginal,3,252,252,41,245,11.69047619047619,87,0,87,44,0,44
16,1000,200.0,marginal,4,260,260,38,254,11.692307692307692,96,2,95,48,0,48
16,1000,200.0,marginal,5,292,292,31,285,12.092465753424657,126,0,126,61,0,61
16,1000,20.0,edlm,1,258,258,45,246,11.534883720930232,82,2,81,38,0,38
16,1000,20.0,edlm,2,255,255,42,245,11.698039215686274,87,0,87,32,0,32
16,1000,20.0,edlm,3,262,262,51,244,11.576335877862595,69,1,69,29,0,29
16,1000,20.0,edlm,4,238,238,50,224,11.512605042016807,72,0,72,38,0,38
16,1000,20.0,edlm,5,280,280,51,271,11.442857142857143,93,2,93,40,0,40
16,1000,20.0,marginal,1,129,129,21,122,11.62015503875969,38,0,38,20,0,20
16,1000,20.0,marginal,2,132,131,27,124,11.648854961832061,46,0,46,20,0,20
16,1000,20.0,marginal,3,128,128,27,120,11.3984375,35,0,35,16,0,16
16,1000,20.0,marginal,4,131,131,27,126,11.206106870229007,29,0,29,14,0,14
16,1000,20.0,marginal,5,147,147,25,138,12.006802721088436,52,2,51,21,0,21
16,100,0.0,edlm,1,6,6,5,4,7.333333333333333,0,0,0,0,0,0
16,100,0.0,edlm,2,3,3,2,3,9.333333333333334,1,1,1,0,0,0
16,100,0.0,edlm,3,1,1,1,1,8.0,0,0,0,0,0,0
16,100,0.0,edlm,4,5,5,2,4,9.2,1,0,1,0,0,0
16,100,0.0,edlm,5,3,3,2,3,9.333333333333334,0,0,0,0,0,0
16,100,0.0,marginal,1,2,2,0,2,11.0,0,0,0,0,0,0
16,100,0.0,marginal,2,4,4,2,4,9.5,1,0,1,0,0,0
16,100,0.0,marginal,3,1,1,1,0,9.0,0,0,0,0,0,0
16,100,0.0,marginal,4,2,2,1,2,9.0,0,0,0,0,0,0
16,100,0.0,marginal,5,3,3,2,2,9.0,0,0,0,0,0,0
16,100,1000.0,edlm,1,73,73,13,70,11.356164383561644,18,1,18,3,0,3
16,100,1000.0,edlm,2,66,66,15,61,11.318181818181818,14,3,13,5,0,5
16,100,1000.0,edlm,3,64,64,22,60,10.859375,11,1,11,3,0,3
16,100,1000.0,edlm,4,79,79,11,76,11.278481012658228,15,0,15,7,0,7
16,100,1000.0,edlm,5,61,61,14,57,10.655737704918034,13,2,13,2,0,2
16,100,1000.0,marginal,1,67,67,12,65,11.402985074626866,12,2,12,4,0,4
16,100,1000.0,marginal,2,76,76,13,73,11.263157894736842,14,0,14,9,0,9
16,100,1000.0,marginal,3,69,69,16,67,11.304347826086957,17,0,17,6,0,6
16,100,1000.0,marginal,4,73,73,14,70,11.26027397260274,20,0,20,9,0,9
16,100,1000.0,marginal,5,62,62,14,57,10.774193548387096,14,2,14,3,0,3
16,100,200.0,edlm,1,73,73,13,70,11.342465753424657,18,1,18,3,0,3
16,100,200.0,edlm,2,66,66,16,61,11.303030303030303,14,3,13,5,0,5
16,100,200.0,edlm,3,64,64,22,60,10.859375,11,1,11,3,0,3
16,100,200.0,edlm,4,79,79,11,76,11.278481012658228,15,0,15,7,0,7
16,100,200.0,edlm,5,61,61,14,57,10.639344262295081,13,2,13,2,0,2
16,100,200.0,marginal,1,66,66,12,64,11.409090909090908,12,2,12,4,0,4
16,100,200.0,marginal,2,76,76,13,73,11.25,14,0,14,9,0,9
16,100,200.0,marginal,3,69,69,17,67,11.27536231884058,17,0,17,6,0,6
16,100,200.0,marginal,4,72,72,14,69,11.291666666666666,20,0,20,9,0,9
16,100,200.0,marginal,5,60,60,13,56,10.833333333333334,13,2,13,3,0,3
16,100,20.0,edlm,1,74,74,17,69,11.108108108108109,13,0,13,1,0,1
16,100,20.0,edlm,2,63,63,13,58,11.380952380952381,14,3,13,5,0,5
16,100,20.0,edlm,3,64,64,24,57,10.734375,9,1,9,3,0,3
16,100,20.0,edlm,4,79,79,15,75,11.164556962025317,14,0,14,7,0,7
16,100,20.0,edlm,5,61,61,15,56,10.508196721311476,9,0,9,1,0,1
16,100,20.0,marginal,1,52,52,8,50,11.403846153846153,8,1,8,3,0,3
16,100,20.0,marginal,2,59,59,9,57,11.271186440677965,13,0,13,10,0,10
16,100,20.0,marginal,3,53,53,13,51,11.132075471698114,12,0,12,3,0,3
16,100,20.0,marginal,4,58,58,14,55,11.206896551724139,11,0,11,6,0,6
16,100,20.0,marginal,5,47,47,12,42,10.659574468085106,9,1,9,3,0,3
16,10,0.0,edlm,1,3,3,3,1,6.333333333333333,0,0,0,0,0,0
16,10,0.0,edlm,2,3,3,2,3,9.333333333333334,0,0,0,0,0,0
16,10,0.0,edlm,3,7,7,2,6,10.428571428571429,1,0,1,0,0,0
16,10,0.0,edlm,4,1,1,0,1,12.0,0,0,0,0,0,0
16,10,0.0,edlm,5,4,4,3,2,9.0,0,0,0,0,0,0
16,10,0.0,marginal,1,2,2,1,2,9.0,0,0,0,0,0,0
16,10,0.0,marginal,2,2,2,1,1,8.0,0,0,0,0,0,0
16,10,0.0,marginal,3,4,4,4,3,7.75,0,0,0,0,0,0
16,10,0.0,marginal,4,3,3,2,2,7.333333333333333,0,0,0,0,0,0
16,10,0.0,marginal,5,3,3,2,2,8.333333333333334,0,0,0,0,0,0
16,10,1000.0,edlm,1,12,12,3,11,10.25,3,0,3,1,0,1
16,10,1000.0,edlm,2,15,15,3,14,10.666666666666666,2,0,2,0,0,0
16,10,1000.0,edlm,3,22,22,6,20,10.954545454545455,6,0,6,2,0,2
16,10,1000.0,edlm,4,12,12,4,11,10.583333333333334,1,0,1,0,0,0
16,10,1000.0,edlm,5,15,15,7,12,10.333333333333334,0,0,0,0,0,0
16,10,1000.0,marginal,1,23,23,9,21,9.91304347826087,1,0,1,0,0,0
16,10,1000.0,marginal,2,13,13,5,12,9.923076923076923,2,0,2,0,0,0
16,10,1000.0,marginal,3,17,17,6,15,10.294117647058824,2,0,2,1,0,1
16,10,1000.0,marginal,4,24,24,7,24,10.5,2,0,2,2,0,2
16,10,1000.0,marginal,5,23,23,5,20,11.043478260869565,7,0,7,2,0,2
16,10,200.0,edlm,1,12,12,3,11,10.25,3,0,3,1,0,1
16,10,200.0,edlm,2,15,15,3,14,10.666666666666666,2,0,2,0,0,0
16,10,200.0,edlm,3,22,22,6,20,10.954545454545455,6,0,6,2,0,2
16,10,200.0,edlm,4,12,12,4,11,10.583333333333334,1,0,1,0,0,0
16,10,200.0,edlm,5,15,15,7,12,10.333333333333334,0,0,0,0,0,0
16,10,200.0,marginal,1,23,23,9,21,9.91304347826087,1,0,1,0,0,0
16,10,200.0,marginal,2,13,13,5,12,9.923076923076923,2,0,2,0,0,0
16,10,200.0,marginal,3,17,17,6,15,10.294117647058824,2,0,2,1,0,1
16,10,200.0,marginal,4,24,24,7,24,10.5,2,0,2,2,0,2
16,10,200.0,marginal,5,23,23,5,20,11.043478260869565,7,0,7,2,0,2
16,10,20.0,edlm,1,11,11,3,9,9.727272727272727,3,0,3,1,0,1
16,10,20.0,edlm,2,15,15,3,14,10.6,1,0,1,0,0,0
16,10,20.0,edlm,3,22,22,6,20,10.954545454545455,6,0,6,2,0,2
16,10,20.0,edlm,4,12,12,4,11,10.583333333333334,1,0,1,0,0,0
16,10,20.0,edlm,5,15,15,7,11,10.133333333333333,0,0,0,0,0,0
16,10,20.0,marginal,1,23,23,9,21,10.0,0,0,0,0,0,0
16,10,20.0,marginal,2,13,13,5,12,9.923076923076923,2,0,2,0,0,0
16,10,20.0,marginal,3,17,17,6,15,10.294117647058824,2,0,2,1,0,1
16,10,20.0,marginal,4,23,23,7,23,10.391304347826088,1,0,1,0,0,0
16,10,20.0,marginal,5,21,21,4,19,11.142857142857142,7,0,7,2,0,2
16,300,0.0,edlm,1,9,9,4,7,10.0,0,0,0,0,0,0
16,300,0.0,edlm,2,5,5,4,4,8.4,0,0,0,0,0,0
16,300,0.0,edlm,3,4,4,4,4,7.25,0,0,0,0,0,0
16,300,0.0,edlm,4,1,1,0,1,13.0,0,0,0,0,0,0
16,300,0.0,edlm,5,1,1,1,0,9.0,0,0,0,0,0,0
16,300,0.0,marginal,1,2,2,2,2,7.5,0,0,0,0,0,0
16,300,0.0,marginal,2,2,2,0,2,10.0,0,0,0,0,0,0
16,300,0.0,marginal,3,4,4,1,3,11.0,2,0,2,0,0,0
16,300,0.0,marginal,4,1,1,0,1,10.0,1,0,1,0,0,0
16,300,0.0,marginal,5,1,1,1,0,7.0,0,0,0,0,0,0
16,300,1000.0,edlm,1,121,121,19,113,11.702479338842975,33,1,32,16,0,16
16,300,1000.0,edlm,2,126,126,22,121,11.515873015873016,41,1,41,15,0,15
16,300,1000.0,edlm,3,150,150,32,141,11.22,45,0,45,19,0,19
16,300,1000.0,edlm,4,130,130,17,129,11.7,38,0,38,14,0,14
16,300,1000.0,edlm,5,133,133,19,130,11.586466165413533,41,1,41,9,0,9
16,300,1000.0,marginal,1,144,144,25,141,11.57638888888889,48,1,48,16,0,16
16,300,1000.0,marginal,2,129,129,11,126,11.937984496124031,46,1,45,26,0,26
16,300,1000.0,marginal,3,151,151,20,146,11.596026490066226,47,1,47,22,0,22
16,300,1000.0,marginal,4,136,136,20,132,11.860294117647058,51,0,51,17,0,17
16,300,1000.0,marginal,5,133,133,21,129,11.781954887218046,35,0,35,14,0,14
16,300,200.0,edlm,1,121,121,18,114,11.735537190082646,33,1,32,16,0,16
16,300,200.0,edlm,2,126,126,22,120,11.507936507936508,40,0,40,15,0,15
16,300,200.0,edlm,3,150,150,32,141,11.213333333333333,45,0,45,19,0,19
16,300,200.0,edlm,4,130,130,17,129,11.669230769230769,37,0,37,14,0,14
16,300,200.0,edlm,5,133,133,19,131,11.586466165413533,40,1,40,9,0,9
16,300,200.0,marginal,1,139,139,20,135,11.66906474820144,47,0,47,16,0,16
16,300,200.0,marginal,2,126,126,10,123,11.928571428571429,44,1,43,24,0,24
16,300,200.0,marginal,3,144,144,19,139,11.63888888888889,44,1,44,21,0,21
16,300,200.0,marginal,4,130,130,20,125,11.892307692307693,51,1,51,17,0,17
16,300,200.0,marginal,5,126,126,19,121,11.80952380952381,35,0,35,14,0,14
16,300,20.0,edlm,1,119,119,20,112,11.605042016806722,27,0,27,14,0,14
16,300,20.0,edlm,2,124,124,24,118,11.379032258064516,32,0,32,13,0,13
16,300,20.0,edlm,3,146,146,33,137,10.986301369863014,34,0,34,15,0,15
16,300,20.0,edlm,4,125,125,19,122,11.56,30,0,30,12,0,12
16,300,20.0,edlm,5,129,129,20,125,11.449612403100776,35,0,35,7,0,7
16,300,20.0,marginal,1,100,100,17,94,11.66,30,2,29,10,0,10
16,300,20.0,marginal,2,88,88,14,83,11.556818181818182,25,0,25,12,0,12
16,300,20.0,marginal,3,104,104,17,99,11.5,25,0,25,14,0,14
16,300,20.0,marginal,4,93,93,12,90,11.827956989247312,28,0,28,10,0,10
16,300,20.0,marginal,5,91,91,14,87,11.76923076923077,21,0,21,7,0,7
16,30,0.0,edlm,1,4,4,4,3,7.5,0,0,0,0,0,0
16,30,0.0,edlm,2,4,4,1,3,10.5,0,0,0,0,0,0
16,30,0.0,edlm,3,9,9,4,7,9.555555555555555,1,0,1,0,0,0
16,30,0.0,edlm,4,2,2,1,1,10.0,0,0,0,0,0,0
16,30,0.0,edlm,5,6,6,4,3,8.5,1,1,0,0,0,0
16,30,0.0,marginal,1,3,3,1,3,10.0,0,0,0,0,0,0
16,30,0.0,marginal,2,6,6,3,5,9.5,1,1,1,0,0,0
16,30,0.0,marginal,3,3,3,3,1,7.666666666666667,0,0,0,0,0,0
16,30,0.0,marginal,4,4,4,1,4,10.25,0,0,0,0,0,0
16,30,0.0,marginal,5,2,2,2,2,8.0,0,0,0,0,0,0
16,30,1000.0,edlm,1,29,29,9,26,10.724137931034482,4,0,4,2,0,2
16,30,1000.0,edlm,2,33,33,7,31,10.969696969696969,9,0,9,2,0,2
16,30,1000.0,edlm,3,40,40,11,38,10.15,4,0,4,1,0,1
16,30,1000.0,edlm,4,25,25,9,22,10.24,3,0,3,1,0,1
16,30,1000.0,edlm,5,28,28,9,23,10.5,3,1,2,1,0,1
16,30,1000.0,marginal,1,35,35,13,30,10.314285714285715,6,0,6,1,0,1
16,30,1000.0,marginal,2,43,43,17,41,10.186046511627907,4,1,4,1,0,1
16,30,1000.0,marginal,3,35,35,11,34,10.457142857142857,6,0,6,2,0,2
16,30,1000.0,marginal,4,36,36,15,35,10.055555555555555,3,0,3,1,0,1
16,30,1000.0,marginal,5,30,30,7,30,11.133333333333333,6,0,6,1,0,1
16,30,200.0,edlm,1,29,29,9,26,10.758620689655173,4,0,4,2,0,2
16,30,200.0,edlm,2,33,33,7,31,10.969696969696969,9,0,9,2,0,2
16,30,200.0,edlm,3,40,40,11,38,10.125,4,0,4,1,0,1
16,30,200.0,edlm,4,25,25,9,22,10.24,3,0,3,1,0,1
16,30,200.0,edlm,5,28,28,9,23,10.5,3,1,2,1,0,1
16,30,200.0,marginal,1,34,34,13,29,10.264705882352942,6,0,6,1,0,1
16,30,200.0,marginal,2,43,43,17,41,10.186046511627907,4,1,4,1,0,1
16,30,200.0,marginal,3,35,35,11,34,10.457142857142857,6,0,6,2,0,2
16,30,200.0,marginal,4,35,35,15,34,10.057142857142857,2,0,2,1,0,1
16,30,200.0,marginal,5,30,30,7,30,11.133333333333333,6,0,6,1,0,1
16,30,20.0,edlm,1,29,29,9,26,10.758620689655173,4,0,4,2,0,2
16,30,20.0,edlm,2,33,33,7,31,11.0,8,0,8,2,0,2
16,30,20.0,edlm,3,40,40,12,38,10.15,3,0,3,1,0,1
16,30,20.0,edlm,4,25,25,9,21,10.28,3,0,3,0,0,0
16,30,20.0,edlm,5,28,28,9,23,10.392857142857142,3,1,2,1,0,1
16,30,20.0,marginal,1,30,30,12,26,10.4,5,0,5,1,0,1
16,30,20.0,marginal,2,39,39,15,35,10.307692307692308,4,1,4,1,0,1
16,30,20.0,marginal,3,29,29,9,28,10.586206896551724,6,0,6,2,0,2
16,30,20.0,marginal,4,32,32,15,31,9.96875,1,0,1,1,0,1
16,30,20.0,marginal,5,29,29,7,29,11.03448275862069,5,0,5,1,0,1
1,1000,0.0,edlm,1,1481,1355,1242,320,8.618450184501844,27,23,4,0,0,0
1,1000,0.0,edlm,2,1459,1355,1237,331,8.554243542435424,20,16,5,1,1,0
1,1000,0.0,edlm,3,1445,1316,1212,318,8.623100303951368,26,20,7,1,1,0
1,1000,0.0,edlm,4,1468,1335,1209,327,8.613483146067416,25,22,3,1,1,0
1,1000,0.0,edlm,5,1437,1299,1181,290,8.581986143187066,29,18,12,2,0,2
1,1000,0.0,marginal,1,1442,1323,1203,310,8.601662887377174,25,17,8,3,1,2
1,1000,0.0,marginal,2,1461,1361,1249,312,8.606171932402646,28,21,10,0,0,0
1,1000,0.0,marginal,3,1484,1375,1263,321,8.55709090909091,23,15,10,1,1,0
1,1000,0.0,marginal,4,1456,1331,1226,301,8.59504132231405,28,23,5,3,2,1
1,1000,0.0,marginal,5,1472,1352,1226,326,8.588757396449704,30,28,3,3,3,0
1,1000,1000.0,edlm,1,1682,1461,1170,595,9.006160164271048,163,110,65,26,21,7
1,1000,1000.0,edlm,2,1664,1457,1144,614,9.034317089910775,163,108,70,24,18,12
1,1000,1000.0,edlm,3,1648,1435,1137,612,9.033449477351917,162,104,74,37,23,19
1,1000,1000.0,edlm,4,1673,1438,1123,592,9.039638386648122,172,120,67,25,20,7
1,1000,1000.0,edlm,5,1642,1404,1102,594,9.047720797720798,162,108,67,24,18,11
1,1000,1000.0,marginal,1,1670,1446,1112,635,9.04356846473029,173,110,71,21,14,8
1,1000,1000.0,marginal,2,1649,1451,1160,605,9.029634734665748,150,103,63,25,18,10
1,1000,1000.0,marginal,3,1672,1442,1126,614,9.073509015256588,179,108,77,30,17,13
1,1000,1000.0,marginal,4,1673,1450,1128,610,9.032413793103448,181,114,78,21,13,9
1,1000,1000.0,marginal,5,1676,1450,1140,604,9.042758620689655,176,119,66,24,14,11
1,1000,200.0,edlm,1,1681,1465,1177,565,9.006143344709898,169,114,61,22,14,8
1,1000,200.0,edlm,2,1666,1476,1180,572,9.018292682926829,170,117,66,24,15,11
1,1000,200.0,edlm,3,1653,1446,1159,590,9.024204702627939,152,103,57,25,15,10
1,1000,200.0,edlm,4,1674,1444,1157,546,8.99792243767313,166,121,54,25,20,7
1,1000,200.0,edlm,5,1658,1436,1131,573,9.016713091922005,173,120,61,25,19,8
1,1000,200.0,marginal,1,1673,1456,1138,584,9.035027472527473,177,113,70,17,13,5
1,1000,200.0,marginal,2,1644,1462,1172,574,9.004103967168263,152,108,51,24,19,5
1,1000,200.0,marginal,3,1676,1459,1153,592,9.049348869088417,168,105,70,21,10,11
1,1000,200.0,marginal,4,1669,1467,1163,587,9.001363326516701,175,123,66,21,16,6
1,1000,200.0,marginal,5,1677,1460,1166,576,9.020547945205479,169,121,58,18,13,6
1,1000,20.0,edlm,1,1702,1525,1317,427,8.824262295081967,64,51,14,4,2,2
1,1000,20.0,edlm,2,1674,1509,1302,414,8.83764082173625,86,68,24,5,4,1
1,1000,20.0,edlm,3,1695,1505,1270,461,8.886378737541529,55,42,13,8,5,3
1,1000,20.0,edlm,4,1671,1503,1265,448,8.810379241516966,71,60,14,2,2,0
1,1000,20.0,edlm,5,1680,1497,1272,446,8.847027388109552,58,44,15,4,2,2
1,1000,20.0,marginal,1,1688,1522,1281,452,8.854796320630749,79,61,19,3,3,1
1,1000,20.0,marginal,2,1675,1532,1291,479,8.864229765013055,70,54,19,2,0,2
1,1000,20.0,marginal,3,1707,1527,1290,453,8.863785199738048,67,49,23,8,2,6
1,1000,20.0,marginal,4,1705,1527,1294,458,8.862475442043221,65,48,17,2,1,1
1,1000,20.0,marginal,5,1685,1508,1274,455,8.859416445623342,72,50,24,3,1,2
1,100,0.0,edlm,1,1458,1328,1230,277,8.543674698795181,17,13,7,0,0,0
1,100,0.0,edlm,2,1484,1339,1249,276,8.58924570575056,30,23,8,3,0,3
1,100,0.0,edlm,3,1428,1288,1159,320,8.600155279503106,20,13,9,1,0,1
1,100,0.0,edlm,4,1486,1346,1236,311,8.585438335809807,28,23,8,5,3,2
1,100,0.0,edlm,5,1420,1303,1197,296,8.595548733691482,25,23,2,0,0,0
1,100,0.0,marginal,1,1467,1346,1223,316,8.606983655274888,15,11,4,1,0,1
1,100,0.0,marginal,2,1444,1319,1213,318,8.570887035633055,29,22,10,1,1,0
1,100,0.0,marginal,3,1460,1332,1221,294,8.563063063063064,26,19,7,1,1,0
1,100,0.0,marginal,4,1461,1335,1217,316,8.58052434456929,26,19,8,2,1,1
1,100,0.0,marginal,5,1453,1323,1204,329,8.595616024187454,21,19,4,1,1,0
1,100,1000.0,edlm,10,1590,1380,1168,474,8.920289855072463,128,102,34,9,8,2
1,100,1000.0,edlm,11,1638,1411,1221,439,8.90574060949681,143,118,34,16,14,3
1,100,1000.0,edlm,12,1605,1395,1183,455,8.906810035842295,135,109,38,16,12,6
1,100,1000.0,edlm,13,1584,1392,1181,468,8.923850574712644,139,104,40,13,10,3
1,100,1000.0,edlm,14,1613,1393,1180,453,8.927494615936826,134,113,34,15,13,5
1,100,1000.0,edlm,15,1625,1402,1206,433,8.929386590584878,149,128,31,15,11,7
1,100,1000.0,edlm,1,1610,1388,1190,467,8.902017291066283,134,103,38,16,14,5
1,100,1000.0,edlm,2,1623,1394,1217,442,8.895265423242467,135,110,34,18,12,8
1,100,1000.0,edlm,3,1596,1373,1139,479,8.935178441369265,129,100,40,16,11,8
1,100,1000.0,edlm,4,1623,1409,1228,440,8.87792760823279,142,117,34,18,14,5
1,100,1000.0,edlm,5,1586,1390,1170,459,8.935971223021582,152,123,39,18,16,3
1,100,1000.0,edlm,6,1599,1393,1172,489,8.928212491026562,130,105,34,12,8,4
1,100,1000.0,edlm,7,1627,1414,1193,451,8.901697312588402,143,113,35,23,15,8
1,100,1000.0,edlm,8,1614,1413,1216,474,8.910120311394197,154,128,37,19,16,3
1,100,1000.0,edlm,9,1635,1421,1212,474,8.901477832512315,156,125,47,17,12,10
1,100,1000.0,marginal,10,1625,1415,1198,457,8.946996466431095,153,131,33,20,18,4
1,100,1000.0,marginal,11,1607,1389,1173,444,8.953203743700504,140,106,41,20,16,6
1,100,1000.0,marginal,12,1616,1418,1210,453,8.919605077574047,125,103,30,15,10,6
1,100,1000.0,marginal,13,1629,1422,1229,446,8.88396624472574,146,120,32,16,14,4
1,100,1000.0,marginal,14,1607,1420,1203,473,8.940845070422535,142,110,43,15,7,9
1,100,1000.0,marginal,15,1588,1406,1178,466,8.940967283072546,136,106,34,18,13,6
1,100,1000.0,marginal,1,1611,1395,1171,486,8.955555555555556,121,102,30,12,9,4
1,100,1000.0,marginal,2,1610,1405,1186,470,8.933096085409252,119,100,28,17,14,4
1,100,1000.0,marginal,3,1628,1420,1197,511,8.935211267605634,133,103,43,13,9,7
1,100,1000.0,marginal,4,1625,1407,1200,485,8.91044776119403,114,102,22,12,11,3
1,100,1000.0,marginal,5,1616,1397,1177,477,8.899785254115963,127,105,26,15,11,6
1,100,1000.0,marginal,6,1655,1435,1216,517,8.93658536585366,132,104,35,17,14,5
1,100,1000.0,marginal,7,1602,1388,1168,478,8.938040345821326,136,104,44,17,13,7
1,100,1000.0,marginal,8,1651,1441,1209,491,8.926439972241498,140,113,35,11,10,2
1,100,1000.0,marginal,9,1619,1412,1207,445,8.932011331444759,119,98,27,12,7,5
1,100,200.0,edlm,10,1592,1402,1191,464,8.90870185449358,118,93,28,5,4,1
1,100,200.0,edlm,11,1642,1420,1230,447,8.902112676056339,127,101,33,16,14,3
1,100,200.0,edlm,12,1607,1398,1195,433,8.902718168812589,134,107,35,15,11,6
1,100,200.0,edlm,13,1589,1409,1197,459,8.905606813342796,141,106,40,11,8,4
1,100,200.0,edlm,14,1614,1401,1190,445,8.90292648108494,136,113,32,14,11,5
1,100,200.0,edlm,15,1624,1423,1226,423,8.900210822206606,145,123,26,17,13,5
1,100,200.0,edlm,1,1607,1396,1199,456,8.896131805157593,138,108,38,17,16,4
1,100,200.0,edlm,2,1623,1406,1235,411,8.874110953058322,137,113,33,16,11,6
1,100,200.0,edlm,3,1598,1390,1164,448,8.894244604316548,119,92,33,13,9,6
1,100,200.0,edlm,4,1634,1428,1242,419,8.888655462184873,142,114,34,19,15,4
1,100,200.0,edlm,5,1591,1401,1185,451,8.912919343326196,139,112,35,15,12,3
1,100,200.0,edlm,6,1597,1389,1179,459,8.908567314614832,121,99,29,10,8,2
1,100,200.0,edlm,7,1622,1421,1203,435,8.882477128782547,135,106,32,18,11,7
1,100,200.0,edlm,8,1616,1419,1222,451,8.902043692741367,149,125,31,21,18,4
1,100,200.0,edlm,9,1639,1429,1228,441,8.881735479356193,153,124,38,18,11,9
1,100,200.0,marginal,10,1624,1433,1211,451,8.939288206559665,148,129,32,18,16,5
1,100,200.0,marginal,11,1603,1391,1180,423,8.934579439252337,127,92,38,14,10,4
1,100,200.0,marginal,12,1615,1417,1219,447,8.922371206774876,133,109,32,14,8,7
1,100,200.0,marginal,13,1634,1437,1247,418,8.874043145441894,139,113,28,14,12,2
1,100,200.0,marginal,14,1605,1418,1204,457,8.921015514809591,143,109,42,11,3,8
1,100,200.0,marginal,15,1592,1413,1190,441,8.924274593064402,135,105,33,18,13,5
1,100,200.0,marginal,1,1616,1405,1178,481,8.959430604982206,118,99,26,11,8,4
1,100,200.0,marginal,2,1614,1411,1196,447,8.923458540042523,121,100,30,15,12,4
1,100,200.0,marginal,3,1630,1430,1216,497,8.904195804195805,132,101,44,12,7,7
1,100,200.0,marginal,4,1630,1406,1199,471,8.92958748221906,110,99,20,10,9,3
1,100,200.0,marginal,5,1626,1414,1196,458,8.886845827439886,120,98,24,15,11,5
1,100,200.0,marginal,6,1653,1442,1223,487,8.947295423023577,129,100,33,13,9,4
1,100,200.0,marginal,7,1605,1413,1198,457,8.92002830856334,136,105,37,15,11,6
1,100,200.0,marginal,8,1650,1447,1217,475,8.915687629578438,128,103,31,9,9,0
1,100,200.0,marginal,9,1623,1416,1217,423,8.938559322033898,117,97,26,9,4,5
1,100,20.0,edlm,1,1623,1441,1268,373,8.785565579458709,58,49,9,4,2,2
1,100,20.0,edlm,2,1631,1444,1287,365,8.772160664819944,63,53,13,5,4,1
1,100,20.0,edlm,3,1600,1416,1220,371,8.796610169491526,58,43,19,3,2,1
1,100,20.0,edlm,4,1654,1475,1308,369,8.808813559322035,65,53,17,4,3,1
1,100,20.0,edlm,5,1586,1416,1217,394,8.841101694915254,58,45,16,5,1,4
1,100,20.0,marginal,1,1635,1471,1268,437,8.84908225696805,58,44,18,3,2,2
1,100,20.0,marginal,2,1609,1443,1254,390,8.786555786555786,59,49,12,6,2,4
1,100,20.0,marginal,3,1649,1479,1278,408,8.809330628803245,64,48,20,3,0,3
1,100,20.0,marginal,4,1641,1458,1262,394,8.810699588477366,57,49,10,7,3,5
1,100,20.0,marginal,5,1635,1460,1256,400,8.806164383561644,61,49,13,4,1,3
1,10,0.0,edlm,1,1465,1350,1242,313,8.574074074074074,22,17,6,1,0,1
1,10,0.0,edlm,2,1441,1325,1212,307,8.601509433962264,28,23,6,4,3,1
1,10,0.0,edlm,3,1514,1380,1248,330,8.656521739130435,29,24,6,3,2,1
1,10,0.0,edlm,4,1459,1340,1234,306,8.565671641791045,24,18,7,1,1,0
