k,N,lam,mode,seed,n_valid,n_uniq,n_small,n_truenovel,ha_mean,uniq_hits0.6,small_hits0.6,truenovel_hits0.6,uniq_hits0.65,small_hits0.65,truenovel_hits0.65
8,30,200.0,marginal,4,201,197,123,157,8.543147208121827,17,4,15,3,0,3
8,30,200.0,marginal,5,208,205,131,157,8.61951219512195,13,2,12,2,0,2
8,30,20.0,edlm,1,190,183,132,133,8.224043715846994,8,0,8,3,0,3
8,30,20.0,edlm,2,199,196,122,143,8.688775510204081,7,0,7,0,0,0
8,30,20.0,edlm,3,211,202,128,151,8.415841584158416,11,1,11,1,0,1
8,30,20.0,edlm,4,194,190,115,135,8.5,11,2,10,3,0,3
8,30,20.0,edlm,5,210,206,143,151,8.233009708737864,12,3,12,0,0,0
8,30,20.0,marginal,1,214,207,138,146,8.38647342995169,11,1,10,3,0,3
8,30,20.0,marginal,2,215,210,115,165,8.633333333333333,13,0,13,3,0,3
8,30,20.0,marginal,3,184,179,123,129,8.22905027932961,9,2,9,3,0,3
8,30,20.0,marginal,4,197,191,123,153,8.408376963350785,11,3,10,2,0,2
8,30,20.0,marginal,5,200,197,129,151,8.446700507614214,13,0,13,0,0,0
